,subject,which_regions,demog_question,demog_response,culture
4990,SS1609403452252,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4991,SS1609407631513,NA,age,24,CN
4992,SS1609407631513,NA,gender,女性,CN
4993,SS1609407631513,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4994,SS1609408783276,NA,age,21,CN
4995,SS1609408783276,NA,gender,男性,CN
4996,SS1609408783276,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4997,SS1609412776217,NA,age,18,CN
4998,SS1609412776217,NA,gender,女性,CN
4999,SS1609412776217,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5000,SS1609422628010,NA,age,19,CN
5001,SS1609422628010,NA,gender,男性,CN
5002,SS1609422628010,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5003,SS1609469598838,NA,age,43,CN
5004,SS1609469598838,NA,gender,女性,CN
5005,SS1609469598838,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5006,SS1609475378861,NA,age,25,CN
5007,SS1609475378861,NA,gender,男性,CN
5008,SS1609475378861,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5009,SS1609479257730,NA,age,24,CN
5010,SS1609479257730,NA,gender,女性,CN
5011,SS1609479257730,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5012,SS1609483625579,NA,age,23,CN
5013,SS1609483625579,NA,gender,女性,CN
5014,SS1609483625579,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5015,SS1609487859941,NA,age,23,CN
5016,SS1609487859941,NA,gender,女性,CN
5017,SS1609487859941,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5018,SS1609490403304,NA,age,18,CN
5019,SS1609490403304,NA,gender,女性,CN
5020,SS1609490403304,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5021,SS1609491720621,NA,age,19,CN
5022,SS1609491720621,NA,gender,女性,CN
5023,SS1609491720621,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5024,SS1609492340188,NA,age,21,CN
5025,SS1609492340188,NA,gender,拒绝回答,CN
5026,SS1609492340188,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5027,SS1609492679568,NA,age,20,CN
5028,SS1609492679568,NA,gender,女性,CN
5029,SS1609492679568,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5030,SS1609493526682,NA,age,22,CN
5031,SS1609493526682,NA,gender,女性,CN
5032,SS1609493526682,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5033,SS1609494868761,NA,age,22,CN
5034,SS1609494868761,NA,gender,女性,CN
5035,SS1609494868761,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5036,SS1609506186383,NA,age,20,CN
5037,SS1609506186383,NA,gender,女性,CN
5038,SS1609506186383,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5039,SS1609553048222,NA,age,19,CN
5040,SS1609553048222,NA,gender,男性,CN
5041,SS1609553048222,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5042,SS1609553165145,NA,age,19,CN
5043,SS1609553165145,NA,gender,女性,CN
5044,SS1609553165145,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5045,SS1609556835849,NA,age,21,CN
5046,SS1609556835849,NA,gender,男性,CN
5047,SS1609556835849,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5048,SS1609558200124,NA,age,20,CN
5049,SS1609558200124,NA,gender,女性,CN
5050,SS1609558200124,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5051,SS1609558311223,NA,age,19,CN
5052,SS1609558311223,NA,gender,女性,CN
5053,SS1609558311223,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5054,SS1609558648415,NA,age,23,CN
5055,SS1609558648415,NA,gender,男性,CN
5056,SS1609558648415,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5057,SS1609558865004,NA,age,18,CN
5058,SS1609558865004,NA,gender,女性,CN
5059,SS1609558865004,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5060,SS1609559068101,NA,age,25,CN
5061,SS1609559068101,NA,gender,女性,CN
5062,SS1609559068101,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5063,SS1609559085732,NA,age,19,CN
5064,SS1609559085732,NA,gender,女性,CN
5065,SS1609559085732,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5066,SS1609559365934,NA,age,22,CN
5067,SS1609559365934,NA,gender,女性,CN
5068,SS1609559365934,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5069,SS1609559525632,NA,age,31,CN
5070,SS1609559525632,NA,gender,女性,CN
5071,SS1609559525632,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5072,SS1609559549296,NA,age,19,CN
5073,SS1609559549296,NA,gender,男性,CN
5074,SS1609559549296,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5075,SS1609559802162,NA,age,30,CN
5076,SS1609559802162,NA,gender,女性,CN
5077,SS1609559802162,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5078,SS1609559819130,NA,age,22,CN
5079,SS1609559819130,NA,gender,女性,CN
5080,SS1609559819130,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5081,SS1609560168328,NA,age,24,CN
5082,SS1609560168328,NA,gender,女性,CN
5083,SS1609560168328,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5084,SS1609560262643,NA,age,23,CN
5085,SS1609560262643,NA,gender,男性,CN
5086,SS1609560262643,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5087,SS1609560692211,NA,age,34,CN
5088,SS1609560692211,NA,gender,男性,CN
5089,SS1609560692211,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5090,SS1609560942988,NA,age,25,CN
5091,SS1609560942988,NA,gender,女性,CN
5092,SS1609560942988,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5093,SS1609561045437,NA,age,20,CN
5094,SS1609561045437,NA,gender,男性,CN
5095,SS1609561045437,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5096,SS1609561082364,NA,age,20,CN
5097,SS1609561082364,NA,gender,女性,CN
5098,SS1609561082364,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5099,SS1609561504112,NA,age,18,CN
5100,SS1609561504112,NA,gender,女性,CN
5101,SS1609561504112,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5102,SS1609561520947,NA,age,20,CN
5103,SS1609561520947,NA,gender,男性,CN
5104,SS1609561520947,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5105,SS1609561854923,NA,age,18,CN
5106,SS1609561854923,NA,gender,拒绝回答,CN
5107,SS1609561854923,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5108,SS1609804488018,NA,age,20,CN
5109,SS1609804488018,NA,gender,男性,CN
5110,SS1609804488018,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5111,SS1609804557478,NA,age,23,CN
5112,SS1609804557478,NA,gender,女性,CN
5113,SS1609804557478,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5114,SS1609822208213,NA,age,25,CN
5115,SS1609822208213,NA,gender,女性,CN
5116,SS1609822208213,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5117,SS1609827896523,NA,age,30,CN
5118,SS1609827896523,NA,gender,男性,CN
5119,SS1609827896523,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5120,SS1609890931156,NA,age,20,CN
5121,SS1609890931156,NA,gender,女性,CN
5122,SS1609890931156,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5123,SS1609891086501,NA,age,21,CN
5124,SS1609891086501,NA,gender,女性,CN
5125,SS1609891086501,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5126,SS1609891551310,NA,age,19,CN
5127,SS1609891551310,NA,gender,女性,CN
5128,SS1609891551310,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5129,SS1609908877725,NA,age,22,CN
5130,SS1609908877725,NA,gender,女性,CN
5131,SS1609908877725,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5132,SS1609908914854,NA,age,25,CN
5133,SS1609908914854,NA,gender,女性,CN
5134,SS1609908914854,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5135,SS1609908998401,NA,age,25,CN
5136,SS1609908998401,NA,gender,男性,CN
5137,SS1609908998401,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
5138,SS1609909002041,NA,age,20,CN
5139,SS1609909002041,NA,gender,女性,CN
5140,SS1609909002041,NA,ethnic,"c(""我是混血儿"", ""非中国人的亚洲人"")",CN
5141,SS1608910542319,NA,lang_sp,5,CN
5142,SS1608910542319,NA,lang_ud,8,CN
5143,SS1608915923505,NA,lang_sp,4,CN
5144,SS1608915923505,NA,lang_ud,4,CN
5145,SS1608939499047,NA,lang_sp,4,CN
5146,SS1608939499047,NA,lang_ud,4,CN
5147,SS1608943874386,NA,lang_sp,7,CN
5148,SS1608943874386,NA,lang_ud,8,CN
5149,SS1608945641685,NA,lang_sp,6,CN
5150,SS1608945641685,NA,lang_ud,6,CN
5151,SS1608948095292,NA,lang_sp,4,CN
5152,SS1608948095292,NA,lang_ud,4,CN
5153,SS1608949381789,NA,lang_sp,10,CN
5154,SS1608949381789,NA,lang_ud,6,CN
5155,SS1608954326224,NA,lang_sp,4,CN
5156,SS1608954326224,NA,lang_ud,7,CN
5157,SS1608954731700,NA,lang_sp,4,CN
5158,SS1608954731700,NA,lang_ud,7,CN
5159,SS1608970887825,NA,lang_sp,6,CN
5160,SS1608970887825,NA,lang_ud,5,CN
5161,SS1608972269897,NA,lang_sp,7,CN
5162,SS1608972269897,NA,lang_ud,8,CN
5163,SS1608996310483,NA,lang_sp,3,CN
5164,SS1608996310483,NA,lang_ud,3,CN
5165,SS1608996688173,NA,lang_sp,9,CN
5166,SS1608996688173,NA,lang_ud,9,CN
5167,SS1608997032951,NA,lang_sp,7,CN
5168,SS1608997032951,NA,lang_ud,5,CN
5169,SS1608997112698,NA,lang_sp,5,CN
5170,SS1608997112698,NA,lang_ud,6,CN
5171,SS1608997232238,NA,lang_sp,5,CN
5172,SS1608997232238,NA,lang_ud,6,CN
5173,SS1608997522324,NA,lang_sp,5,CN
5174,SS1608997522324,NA,lang_ud,4,CN
5175,SS1608997707068,NA,lang_sp,3,CN
5176,SS1608997707068,NA,lang_ud,6,CN
5177,SS1608997774748,NA,lang_sp,4,CN
5178,SS1608997774748,NA,lang_ud,5,CN
5179,SS1608998177863,NA,lang_sp,6,CN
5180,SS1608998177863,NA,lang_ud,7,CN
5181,SS1608998191588,NA,lang_sp,3,CN
5182,SS1608998191588,NA,lang_ud,4,CN
5183,SS1608998414826,NA,lang_sp,7,CN
5184,SS1608998414826,NA,lang_ud,7,CN
5185,SS1609000443345,NA,lang_sp,7,CN
5186,SS1609000443345,NA,lang_ud,9,CN
5187,SS1609000763890,NA,lang_sp,6,CN
5188,SS1609000763890,NA,lang_ud,8,CN
5189,SS1609001790486,NA,lang_sp,5,CN
5190,SS1609001790486,NA,lang_ud,7,CN
5191,SS1609002028914,NA,lang_sp,7,CN
5192,SS1609002028914,NA,lang_ud,8,CN
5193,SS1609005519115,NA,lang_sp,3,CN
5194,SS1609005519115,NA,lang_ud,6,CN
5195,SS1609006007662,NA,lang_sp,8,CN
5196,SS1609006007662,NA,lang_ud,7,CN
5197,SS1609029671133,NA,lang_sp,5,CN
5198,SS1609029671133,NA,lang_ud,6,CN
5199,SS1609032756992,NA,lang_sp,2,CN
5200,SS1609032756992,NA,lang_ud,3,CN
5201,SS1609034845673,NA,lang_sp,4,CN
5202,SS1609034845673,NA,lang_ud,8,CN
5203,SS1609035087170,NA,lang_sp,7,CN
5204,SS1609035087170,NA,lang_ud,7,CN
5205,SS1609035269711,NA,lang_sp,5,CN
5206,SS1609035269711,NA,lang_ud,6,CN
5207,SS1609035512006,NA,lang_sp,5,CN
5208,SS1609035512006,NA,lang_ud,7,CN
5209,SS1609035895621,NA,lang_sp,5,CN
5210,SS1609035895621,NA,lang_ud,7,CN
5211,SS1609038166902,NA,lang_sp,1,CN
5212,SS1609038166902,NA,lang_ud,2,CN
5213,SS1609038359555,NA,lang_sp,5,CN
5214,SS1609038359555,NA,lang_ud,8,CN
5215,SS1609040322263,NA,lang_sp,2,CN
5216,SS1609040322263,NA,lang_ud,3,CN
5217,SS1609041102827,NA,lang_sp,4,CN
5218,SS1609041102827,NA,lang_ud,3,CN
5219,SS1609045009059,NA,lang_sp,3,CN
5220,SS1609045009059,NA,lang_ud,6,CN
5221,SS1609045159745,NA,lang_sp,5,CN
5222,SS1609045159745,NA,lang_ud,6,CN
5223,SS1609047757543,NA,lang_sp,1,CN
5224,SS1609047757543,NA,lang_ud,2,CN
5225,SS1609050562848,NA,lang_sp,7,CN
5226,SS1609050562848,NA,lang_ud,9,CN
5227,SS1609051064792,NA,lang_sp,3,CN
5228,SS1609051064792,NA,lang_ud,5,CN
5229,SS1609054193360,NA,lang_sp,3,CN
5230,SS1609054193360,NA,lang_ud,4,CN
5231,SS1609056109961,NA,lang_sp,3,CN
5232,SS1609056109961,NA,lang_ud,2,CN
5233,SS1609056238065,NA,lang_sp,4,CN
5234,SS1609056238065,NA,lang_ud,3,CN
5235,SS1609057298261,NA,lang_sp,3,CN
5236,SS1609057298261,NA,lang_ud,5,CN
5237,SS1609057764742,NA,lang_sp,3,CN
5238,SS1609057764742,NA,lang_ud,3,CN
5239,SS1609057903683,NA,lang_sp,3,CN
5240,SS1609057903683,NA,lang_ud,5,CN
5241,SS1609062380695,NA,lang_sp,6,CN
5242,SS1609062380695,NA,lang_ud,5,CN
5243,SS1609062423335,NA,lang_sp,5,CN
5244,SS1609062423335,NA,lang_ud,5,CN
5245,SS1609064318009,NA,lang_sp,7,CN
5246,SS1609064318009,NA,lang_ud,7,CN
5247,SS1609065406081,NA,lang_sp,7,CN
5248,SS1609065406081,NA,lang_ud,9,CN
5249,SS1609073869026,NA,lang_sp,3,CN
5250,SS1609073869026,NA,lang_ud,4,CN
5251,SS1609075750358,NA,lang_sp,3,CN
5252,SS1609075750358,NA,lang_ud,6,CN
5253,SS1609086776753,NA,lang_sp,7,CN
5254,SS1609086776753,NA,lang_ud,8,CN
5255,SS1609105368955,NA,lang_sp,4,CN
5256,SS1609105368955,NA,lang_ud,6,CN
5257,SS1609116587428,NA,lang_sp,5,CN
5258,SS1609116587428,NA,lang_ud,6,CN
5259,SS1609121014512,NA,lang_sp,5,CN
