subject,which_regions,demog_question,demog_response,culture
SS1609400144008,NA,current_in,是,CN
SS1609400144008,NA,state_grewup,辽宁,CN
SS1609400637045,NA,country_born,是,CN
SS1609400637045,NA,current_in,是,CN
SS1609400637045,NA,state_grewup,四川,CN
SS1609400971621,NA,country_born,是,CN
SS1609400971621,NA,current_in,是,CN
SS1609400971621,NA,state_grewup,湖南,CN
SS1609403281991,NA,country_born,是,CN
SS1609403281991,NA,current_in,是,CN
SS1609403281991,NA,state_grewup,山西,CN
SS1609403452252,NA,country_born,是,CN
SS1609403452252,NA,current_in,是,CN
SS1609403452252,NA,state_grewup,北京,CN
SS1609407631513,NA,country_born,是,CN
SS1609407631513,NA,current_in,是,CN
SS1609407631513,NA,state_grewup,湖南,CN
SS1609408783276,NA,country_born,是,CN
SS1609408783276,NA,current_in,是,CN
SS1609408783276,NA,state_grewup,河北,CN
SS1609410027831,NA,country_born,是,CN
SS1609410027831,NA,current_in,是,CN
SS1609410027831,NA,state_grewup,湖南,CN
SS1609412776217,NA,country_born,是,CN
SS1609412776217,NA,current_in,是,CN
SS1609412776217,NA,state_grewup,河南,CN
SS1609421811577,NA,country_born,是,CN
SS1609421811577,NA,current_in,是,CN
SS1609421811577,NA,state_grewup,北京,CN
SS1609422628010,NA,country_born,是,CN
SS1609422628010,NA,current_in,是,CN
SS1609422628010,NA,state_grewup,黑龙江,CN
SS1609469598838,NA,country_born,否,CN
SS1609469598838,NA,current_in,否,CN
SS1609469598838,NA,state_grewup,重庆,CN
SS1609475378861,NA,country_born,是,CN
SS1609475378861,NA,current_in,是,CN
SS1609475378861,NA,state_grewup,北京,CN
SS1609479257730,NA,country_born,是,CN
SS1609479257730,NA,current_in,是,CN
SS1609479257730,NA,state_grewup,天津,CN
SS1609483625579,NA,country_born,是,CN
SS1609483625579,NA,current_in,是,CN
SS1609483625579,NA,state_grewup,天津,CN
SS1609487859941,NA,country_born,是,CN
SS1609487859941,NA,current_in,是,CN
SS1609487859941,NA,state_grewup,河北,CN
SS1609490403304,NA,country_born,是,CN
SS1609490403304,NA,current_in,是,CN
SS1609490403304,NA,state_grewup,江西,CN
SS1609491720621,NA,country_born,是,CN
SS1609491720621,NA,current_in,是,CN
SS1609491720621,NA,state_grewup,河南,CN
SS1609492332657,NA,country_born,是,CN
SS1609492332657,NA,current_in,是,CN
SS1609492332657,NA,state_grewup,湖北,CN
SS1609492340188,NA,country_born,是,CN
SS1609492340188,NA,current_in,是,CN
SS1609492340188,NA,state_grewup,浙江,CN
SS1609492679568,NA,country_born,是,CN
SS1609492679568,NA,current_in,是,CN
SS1609492679568,NA,state_grewup,广东,CN
SS1609493526682,NA,country_born,是,CN
SS1609493526682,NA,current_in,是,CN
SS1609493526682,NA,state_grewup,贵州,CN
SS1609494868761,NA,country_born,是,CN
SS1609494868761,NA,current_in,是,CN
SS1609494868761,NA,state_grewup,山东,CN
SS1609506186383,NA,country_born,是,CN
SS1609506186383,NA,current_in,是,CN
SS1609506186383,NA,state_grewup,山西,CN
SS1609553048222,NA,country_born,是,CN
SS1609553048222,NA,current_in,是,CN
SS1609553048222,NA,state_grewup,江苏,CN
SS1609553165145,NA,country_born,是,CN
SS1609553165145,NA,current_in,是,CN
SS1609553165145,NA,state_grewup,江苏,CN
SS1609556835849,NA,country_born,是,CN
SS1609556835849,NA,current_in,是,CN
SS1609556835849,NA,state_grewup,江西,CN
SS1609558200124,NA,country_born,是,CN
SS1609558200124,NA,current_in,是,CN
SS1609558200124,NA,state_grewup,广东,CN
SS1609558311223,NA,country_born,是,CN
SS1609558311223,NA,current_in,是,CN
SS1609558311223,NA,state_grewup,江苏,CN
SS1609558579549,NA,country_born,是,CN
SS1609558579549,NA,current_in,是,CN
SS1609558579549,NA,state_grewup,广东,CN
SS1609558648415,NA,country_born,是,CN
SS1609558648415,NA,current_in,是,CN
SS1609558648415,NA,state_grewup,内蒙古,CN
SS1609558865004,NA,country_born,是,CN
SS1609558865004,NA,current_in,是,CN
SS1609558865004,NA,state_grewup,江西,CN
SS1609558915600,NA,country_born,是,CN
SS1609558915600,NA,current_in,否,CN
SS1609558915600,NA,state_grewup,黑龙江,CN
SS1609559068101,NA,country_born,是,CN
SS1609559068101,NA,current_in,是,CN
SS1609559068101,NA,state_grewup,河南,CN
SS1609559083061,NA,country_born,是,CN
SS1609559083061,NA,current_in,是,CN
SS1609559083061,NA,state_grewup,河南,CN
SS1609559085732,NA,country_born,是,CN
SS1609559085732,NA,current_in,是,CN
SS1609559085732,NA,state_grewup,广东,CN
SS1609559365934,NA,country_born,是,CN
SS1609559365934,NA,current_in,是,CN
SS1609559365934,NA,state_grewup,广东,CN
SS1609559525632,NA,country_born,是,CN
SS1609559525632,NA,current_in,是,CN
SS1609559525632,NA,state_grewup,江苏,CN
SS1609559549296,NA,country_born,是,CN
SS1609559549296,NA,current_in,是,CN
SS1609559549296,NA,state_grewup,山东,CN
SS1609559668779,NA,country_born,是,CN
SS1609559668779,NA,current_in,是,CN
SS1609559668779,NA,state_grewup,辽宁,CN
SS1609559802162,NA,country_born,是,CN
SS1609559802162,NA,current_in,是,CN
SS1609559802162,NA,state_grewup,河北,CN
SS1609559819130,NA,country_born,是,CN
SS1609559819130,NA,current_in,是,CN
SS1609559819130,NA,state_grewup,北京,CN
SS1609559880771,NA,country_born,是,CN
SS1609559880771,NA,current_in,否,CN
SS1609559880771,NA,state_grewup,安徽,CN
SS1609560168328,NA,country_born,是,CN
SS1609560168328,NA,current_in,是,CN
SS1609560168328,NA,state_grewup,四川,CN
SS1609560262643,NA,country_born,是,CN
SS1609560262643,NA,current_in,是,CN
SS1609560262643,NA,state_grewup,河南,CN
SS1609560692211,NA,country_born,是,CN
SS1609560692211,NA,current_in,是,CN
SS1609560692211,NA,state_grewup,山东,CN
SS1609560741612,NA,country_born,是,CN
SS1609560741612,NA,current_in,是,CN
SS1609560741612,NA,state_grewup,上海,CN
SS1609560942988,NA,country_born,是,CN
SS1609560942988,NA,current_in,是,CN
SS1609560942988,NA,state_grewup,湖北,CN
SS1609561045437,NA,country_born,是,CN
SS1609561045437,NA,current_in,是,CN
SS1609561045437,NA,state_grewup,广东,CN
SS1609561082364,NA,country_born,是,CN
SS1609561082364,NA,current_in,是,CN
SS1609561082364,NA,state_grewup,广东,CN
SS1609561142801,NA,country_born,是,CN
SS1609561142801,NA,current_in,是,CN
SS1609561142801,NA,state_grewup,辽宁,CN
SS1609561504112,NA,country_born,是,CN
SS1609561504112,NA,current_in,是,CN
SS1609561504112,NA,state_grewup,江西,CN
SS1609561520947,NA,country_born,是,CN
SS1609561520947,NA,current_in,是,CN
SS1609561520947,NA,state_grewup,浙江,CN
SS1609561854923,NA,country_born,是,CN
SS1609561854923,NA,current_in,是,CN
SS1609561854923,NA,state_grewup,广东,CN
SS1609804488018,NA,country_born,是,CN
SS1609804488018,NA,current_in,是,CN
SS1609804488018,NA,state_grewup,河南,CN
SS1609804557478,NA,country_born,是,CN
SS1609804557478,NA,current_in,否,CN
SS1609804557478,NA,state_grewup,黑龙江,CN
SS1609822208213,NA,country_born,是,CN
SS1609822208213,NA,current_in,是,CN
SS1609822208213,NA,state_grewup,天津,CN
SS1609827896523,NA,country_born,是,CN
SS1609827896523,NA,current_in,是,CN
SS1609827896523,NA,state_grewup,山东,CN
SS1609888937497,NA,country_born,是,CN
SS1609888937497,NA,current_in,是,CN
SS1609888937497,NA,state_grewup,安徽,CN
SS1609890931156,NA,country_born,是,CN
SS1609890931156,NA,current_in,是,CN
SS1609890931156,NA,state_grewup,北京,CN
SS1609891086501,NA,country_born,是,CN
SS1609891086501,NA,current_in,是,CN
SS1609891086501,NA,state_grewup,重庆,CN
SS1609891551310,NA,country_born,是,CN
SS1609891551310,NA,current_in,是,CN
SS1609891551310,NA,state_grewup,福建,CN
SS1609908877725,NA,country_born,是,CN
SS1609908877725,NA,current_in,是,CN
SS1609908877725,NA,state_grewup,山东,CN
SS1609908914854,NA,country_born,是,CN
SS1609908914854,NA,current_in,是,CN
SS1609908914854,NA,state_grewup,山东,CN
SS1609908998401,NA,country_born,是,CN
SS1609908998401,NA,current_in,是,CN
SS1609908998401,NA,state_grewup,北京,CN
SS1609909002041,NA,country_born,是,CN
SS1609909002041,NA,current_in,是,CN
SS1609909002041,NA,state_grewup,辽宁,CN
SS1608910542319,NA,age,26,CN
SS1608910542319,NA,gender,女性,CN
SS1608910542319,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608915923505,NA,age,23,CN
SS1608915923505,NA,gender,女性,CN
SS1608915923505,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608919052817,NA,age,28,CN
SS1608919052817,NA,gender,女性,CN
SS1608919052817,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608922359968,NA,age,25,CN
SS1608922359968,NA,gender,女性,CN
SS1608922359968,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608939499047,NA,age,22,CN
SS1608939499047,NA,gender,女性,CN
SS1608939499047,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608943874386,NA,age,25,CN
SS1608943874386,NA,gender,男性,CN
SS1608943874386,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608945641685,NA,age,24,CN
SS1608945641685,NA,gender,女性,CN
SS1608945641685,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608948095292,NA,age,23,CN
SS1608948095292,NA,gender,女性,CN
SS1608948095292,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608949381789,NA,age,22,CN
SS1608949381789,NA,gender,女性,CN
SS1608949381789,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608954326224,NA,age,21,CN
SS1608954326224,NA,gender,男性,CN
SS1608954326224,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608954731700,NA,age,20,CN
SS1608954731700,NA,gender,女性,CN
SS1608954731700,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608970887825,NA,age,26,CN
SS1608970887825,NA,gender,女性,CN
SS1608970887825,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608972269897,NA,age,27,CN
SS1608972269897,NA,gender,女性,CN
SS1608972269897,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608977429765,NA,age,35,CN
SS1608977429765,NA,gender,男性,CN
SS1608977429765,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608996310483,NA,age,20,CN
SS1608996310483,NA,gender,女性,CN
SS1608996310483,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608996688173,NA,age,22,CN
SS1608996688173,NA,gender,非二元性别者,CN
SS1608996688173,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608997032951,NA,age,19,CN
SS1608997032951,NA,gender,男性,CN
SS1608997032951,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608997112698,NA,age,19,CN
SS1608997112698,NA,gender,男性,CN
SS1608997112698,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608997232238,NA,age,25,CN
SS1608997232238,NA,gender,男性,CN
SS1608997232238,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608997522324,NA,age,19,CN
SS1608997522324,NA,gender,女性,CN
SS1608997522324,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608997707068,NA,age,22,CN
SS1608997707068,NA,gender,女性,CN
SS1608997707068,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608997774748,NA,age,19,CN
SS1608997774748,NA,gender,男性,CN
SS1608997774748,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608997826306,NA,age,20,CN
SS1608997826306,NA,gender,女性,CN
SS1608997826306,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608998177863,NA,age,21,CN
SS1608998177863,NA,gender,女性,CN
SS1608998177863,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608998191588,NA,age,21,CN
SS1608998191588,NA,gender,女性,CN
SS1608998191588,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1608998414826,NA,age,20,CN
SS1608998414826,NA,gender,女性,CN
SS1608998414826,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1609000443345,NA,age,22,CN
SS1609000443345,NA,gender,男性,CN
SS1609000443345,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1609000763890,NA,age,22,CN
SS1609000763890,NA,gender,女性,CN
SS1609000763890,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1609001721768,NA,age,22,CN
SS1609001721768,NA,gender,女性,CN
SS1609001721768,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1609001790486,NA,age,20,CN
SS1609001790486,NA,gender,男性,CN
SS1609001790486,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1609002028914,NA,age,23,CN
SS1609002028914,NA,gender,男性,CN
SS1609002028914,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1609005519115,NA,age,22,CN
SS1609005519115,NA,gender,男性,CN
SS1609005519115,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1609006007662,NA,age,23,CN
SS1609006007662,NA,gender,女性,CN
SS1609006007662,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1609029671133,NA,age,18,CN
SS1609029671133,NA,gender,女性,CN
SS1609029671133,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1609032756992,NA,age,20,CN
SS1609032756992,NA,gender,女性,CN
SS1609032756992,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1609034845673,NA,age,20,CN
SS1609034845673,NA,gender,女性,CN
SS1609034845673,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1609035087170,NA,age,22,CN
SS1609035087170,NA,gender,女性,CN
SS1609035087170,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1609035138833,NA,age,19,CN
SS1609035138833,NA,gender,女性,CN
SS1609035138833,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1609035269711,NA,age,28,CN
SS1609035269711,NA,gender,男性,CN
SS1609035269711,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1609035512006,NA,age,18,CN
SS1609035512006,NA,gender,女性,CN
SS1609035512006,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1609035895621,NA,age,18,CN
SS1609035895621,NA,gender,女性,CN
SS1609035895621,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1609038166902,NA,age,50,CN
SS1609038166902,NA,gender,男性,CN
SS1609038166902,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1609038359555,NA,age,23,CN
SS1609038359555,NA,gender,女性,CN
SS1609038359555,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1609040322263,NA,age,28,CN
SS1609040322263,NA,gender,男性,CN
SS1609040322263,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
SS1609041102827,NA,age,24,CN
SS1609041102827,NA,gender,女性,CN
SS1609041102827,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
